class	header	size	named_members	status	note
CSpecialAbilitiesBulletTimeDef	_quarantine/CSpecialAbilitiesBulletTimeDef.h	428	50	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesBurntEffectDef	_quarantine/CSpecialAbilitiesBurntEffectDef.h	92	5	QUARANTINED	4 conflict(s) in 2 file(s) vs 0 agreeing
CSpecialAbilitiesCreatureTintDef	_quarantine/CSpecialAbilitiesCreatureTintDef.h	88	4	QUARANTINED	3 conflict(s) in 2 file(s) vs 0 agreeing
CSpecialAbilitiesDivineWrathDef	_quarantine/CSpecialAbilitiesDivineWrathDef.h	312	20	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesDrainLifeDataDef	_quarantine/CSpecialAbilitiesDrainLifeDataDef.h	44	1	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CSpecialAbilitiesDrainLifeDef	_quarantine/CSpecialAbilitiesDrainLifeDef.h	132	6	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CSpecialAbilitiesDrunkennessDef	_quarantine/CSpecialAbilitiesDrunkennessDef.h	84	5	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesElectrocutedEffectDef	_quarantine/CSpecialAbilitiesElectrocutedEffectDef.h	120	8	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesEnflameDef	_quarantine/CSpecialAbilitiesEnflameDef.h	176	8	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesFireballSpellDef	_quarantine/CSpecialAbilitiesFireballSpellDef.h	92	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesForcePushDataDef	_quarantine/CSpecialAbilitiesForcePushDataDef.h	44	1	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CSpecialAbilitiesForcePushDef	CSpecialAbilitiesForcePushDef.h	180	18	OK	0 retail files
CSpecialAbilitiesGhostSwordDef	_quarantine/CSpecialAbilitiesGhostSwordDef.h	92	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesHealLifeDef	_quarantine/CSpecialAbilitiesHealLifeDef.h	112	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesLightningSpellDef	_quarantine/CSpecialAbilitiesLightningSpellDef.h	364	27	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesMultiArrowDef	_quarantine/CSpecialAbilitiesMultiArrowDef.h	140	7	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesMultiStrikeDef	_quarantine/CSpecialAbilitiesMultiStrikeDef.h	180	8	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesPhysicalShieldDef	CSpecialAbilitiesPhysicalShieldDef.h	364	29	OK	0 retail files
CSpecialAbilitiesSummonSpellDef	_quarantine/CSpecialAbilitiesSummonSpellDef.h	120	8	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesThunderLightningStormDef	_quarantine/CSpecialAbilitiesThunderLightningStormDef.h	108	11	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialAbilitiesTurncoatSpellDef	_quarantine/CSpecialAbilitiesTurncoatSpellDef.h	144	6	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CSpecialAbilitiesUnholyPowerDef	_quarantine/CSpecialAbilitiesUnholyPowerDef.h	312	20	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpecialEffectsDef	_quarantine/CSpecialEffectsDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSpotLightDef	CSpotLightDef.h	68	7	OK	0 retail files
CSprite	CSprite.h	436	9	OK	0 retail files
CStartupDefinitionManager	CStartupDefinitionManager.h	240	0	OK	0 retail files
CStateBlockFunctionSold	CStateBlockFunctionSold.h	4	0	OK	0 retail files
CStaticFontBank	CStaticFontBank.h	8244	11	OK	0 retail files
CStaticMapBankFile	CStaticMapBankFile.h	472	0	OK	0 retail files
CStaticMapBankStateBlock	CStaticMapBankStateBlock.h	8	1	OK	0 retail files
CStealthDef	CStealthDef.h	72	8	OK	0 retail files
CStockItemDef	CStockItemDef.h	64	7	OK	0 retail files
CStreamingFontBank	CStreamingFontBank.h	12340	12	OK	0 retail files
CStreamingFontBankStateBlock	CStreamingFontBankStateBlock.h	20	1	OK	2 retail files
CStreamingFontDataBank	CStreamingFontDataBank.h	520	5	OK	1 retail files
CStreamingFontDataBankEntry	CStreamingFontDataBankEntry.h	24	5	OK	1 retail files
CStringParser	CStringParser.h	48	7	OK	0 retail files
CSubtitleRenderer	CSubtitleRenderer.h	296	48	OK	0 retail files
CSummonDef	CSummonDef.h	76	9	OK	0 retail files
CSummonableCreatureDef	_quarantine/CSummonableCreatureDef.h	48	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CSummonerDef	CSummonerDef.h	92	13	OK	0 retail files
CSurface	CSurface.h	16	3	OK	0 retail files
CSystemManager		0	0	HAND_OWNED	
CSystemManagerInit		0	0	HAND_OWNED	
CSystemRegistry		0	0	HAND_OWNED	
CTCActivationReceptorBase	CTCActivationReceptorBase.h	48	6	OK	1 retail files
CTCBase	CTCBase.h	12	3	OK	0 retail files
CTCBerserk	CTCBerserk.h	120	25	OK	0 retail files
CTCBoastUI	CTCBoastUI.h	52	7	OK	1 retail files
CTCBoastingPosition	CTCBoastingPosition.h	56	10	OK	0 retail files
CTCBulletTime	CTCBulletTime.h	88	18	OK	1 retail files
CTCBuyableHouse	CTCBuyableHouse.h	76	16	OK	0 retail files
CTCCombat	CTCCombat.h	172	29	OK	4 retail files
CTCCoopSpirit	_quarantine/CTCCoopSpirit.h	52	9	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTCCreatureGenerator	CTCCreatureGenerator.h	196	25	OK	3 retail files; suspect=CTCCreatureGenerator_SetAlwaysCreateCreaturesOnTrigger_00749d70.cpp
CTCCreatureGroupBoastingCrowd	CTCCreatureGroupBoastingCrowd.h	76	9	OK	0 retail files
CTCCreatureNavigation	_quarantine/CTCCreatureNavigation.h	104	13	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CTCCreatureOpinionOfHero	CTCCreatureOpinionOfHero.h	1628	21	OK	1 retail files
CTCDoor	CTCDoor.h	36	10	OK	1 retail files
CTCEntityEvents	CTCEntityEvents.h	24	2	OK	1 retail files
CTCGraphicAppearance	_quarantine/CTCGraphicAppearance.h	116	25	QUARANTINED	4 conflict(s) in 2 file(s) vs 1 agreeing
CTCHeroAttachableAppearanceModifiers	CTCHeroAttachableAppearanceModifiers.h	88	6	OK	1 retail files
CTCHeroCentre	CTCHeroCentre.h	60	6	OK	1 retail files
CTCHeroExperience	CTCHeroExperience.h	124	15	OK	3 retail files
CTCHeroMorph	_quarantine/CTCHeroMorph.h	124	19	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTCHeroRangedAttacks	CTCHeroRangedAttacks.h	76	19	OK	0 retail files
CTCHeroStats	CTCHeroStats.h	508	109	OK	2 retail files; suspect=CTCHeroStats_GetMoralityPercentage_0057a690.cpp
CTCHighlightItem	CTCHighlightItem.h	40	7	OK	0 retail files
CTCInGameMenu	CTCInGameMenu.h	280	33	OK	2 retail files
CTCInventory	CTCInventory.h	624	30	OK	0 retail files
CTCInventoryAbilities	CTCInventoryAbilities.h	544	19	OK	4 retail files
CTCInventoryBase	_quarantine/CTCInventoryBase.h	328	54	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CTCInventoryClothing	CTCInventoryClothing.h	408	8	OK	1 retail files
CTCInventoryExperience	CTCInventoryExperience.h	728	43	OK	2 retail files
CTCInventoryItem	CTCInventoryItem.h	40	7	OK	1 retail files
CTCInventoryTrade	CTCInventoryTrade.h	640	39	OK	0 retail files
CTCKraken	_quarantine/CTCKraken.h	120	20	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CTCLook	_quarantine/CTCLook.h	212	45	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CTCMapwho	CTCMapwho.h	84	18	OK	1 retail files
CTCMultiStrike	_quarantine/CTCMultiStrike.h	92	15	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CTCNamedUserActionPoints	CTCNamedUserActionPoints.h	76	2	OK	1 retail files
CTCNoiseDef	_quarantine/CTCNoiseDef.h	52	3	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CTCOracleMinigame	CTCOracleMinigame.h	244	16	OK	0 retail files
CTCPerceiveThing	CTCPerceiveThing.h	88	25	OK	1 retail files; suspect=CTCPerceiveThing_SetLastAwareInfo_00744730.cpp
CTCPhysicsBase	CTCPhysicsBase.h	64	14	OK	0 retail files
CTCPhysicsNavigator	CTCPhysicsNavigator.h	176	11	OK	0 retail files
CTCPhysicsRigidBody	CTCPhysicsRigidBody.h	624	9	OK	0 retail files
CTCPhysicsStandard	CTCPhysicsStandard.h	136	11	OK	1 retail files
CTCQuestCard	CTCQuestCard.h	52	11	OK	0 retail files
CTCQuestCompletionUI	_quarantine/CTCQuestCompletionUI.h	240	45	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTCShotDefinitionProjectile	CTCShotDefinitionProjectile.h	168	2	OK	1 retail files
CTCSpotLight	CTCSpotLight.h	44	7	OK	1 retail files
CTCStealth	CTCStealth.h	80	17	OK	1 retail files
CTCStockItem	CTCStockItem.h	28	5	OK	0 retail files
CTCTargeted	CTCTargeted.h	24	6	OK	2 retail files; suspect=CTargetingFlags_AddTargetingFlag_007ea240.cpp
CTCTargetingPlayer	CTCTargetingPlayer.h	256	35	OK	1 retail files
CTCTavernGame	CTCTavernGame.h	264	47	OK	0 retail files
CTCTavernGameCardBase	_quarantine/CTCTavernGameCardBase.h	824	24	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTCTrapBase	CTCTrapBase.h	108	10	OK	1 retail files
CTCTurncoat	CTCTurncoat.h	80	12	OK	0 retail files
CTCTurncoatSpell	CTCTurncoatSpell.h	156	18	OK	1 retail files
CTCVillage	CTCVillage.h	372	57	OK	1 retail files
CTCVolumeContainmentTrackerDef	CTCVolumeContainmentTrackerDef.h	48	4	OK	0 retail files
CTCWeapon	CTCWeapon.h	40	7	OK	0 retail files
CTCWife	CTCWife.h	244	47	OK	1 retail files; suspect=CTCWife_ClearAppearanceChangedNoticed_006cecd0.cpp
CTCWillLightning	CTCWillLightning.h	240	38	OK	1 retail files
CTable	CTable.h	420	3	OK	0 retail files
CTargetingDef	_quarantine/CTargetingDef.h	148	27	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTattooDef	CTattooDef.h	96	15	OK	0 retail files
CTavernDef	CTavernDef.h	44	1	OK	0 retail files
CTavernGameCardBaseDef	CTavernGameCardBaseDef.h	140	19	OK	0 retail files
CTavernGameCoinBaseDef	CTavernGameCoinBaseDef.h	68	7	OK	0 retail files
CTavernGameCoinGolfDef	CTavernGameCoinGolfDef.h	92	13	OK	0 retail files
CTavernGameDef	_quarantine/CTavernGameDef.h	424	93	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTavernGameShoveHaPennyDef	_quarantine/CTavernGameShoveHaPennyDef.h	520	21	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTavernGameSpotTheAdditionDef	_quarantine/CTavernGameSpotTheAdditionDef.h	152	22	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTavernTableDef	CTavernTableDef.h	39	2	OK	1 retail files
CTeleporterDef	_quarantine/CTeleporterDef.h	52	3	QUARANTINED	2 conflict(s) in 1 file(s) vs 0 agreeing
CTestPos	CTestPos.h	36	7	OK	1 retail files
CText	CText.h	444	13	OK	0 retail files
CTexture	CTexture.h	8	3	OK	0 retail files
CTextureManager	CTextureManager.h	1556	7	OK	1 retail files; suspect=CTextureManager_Uninitialise_00a696d0.cpp
CTextureReplacementDef	_quarantine/CTextureReplacementDef.h	56	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThing	_quarantine/CThing.h	168	24	QUARANTINED	3 conflict(s) in 3 file(s) vs 2 agreeing
CThingAICreature	CThingAICreature.h	528	24	OK	1 retail files
CThingBaseDef	_quarantine/CThingBaseDef.h	116	15	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingBuildingDef	_quarantine/CThingBuildingDef.h	168	10	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingCreatureBase	CThingCreatureBase.h	392	34	OK	5 retail files
CThingCreatureDef	_quarantine/CThingCreatureDef.h	340	57	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingDrainLifeShotDef	CThingDrainLifeShotDef.h	60	5	OK	0 retail files
CThingGameObject	CThingGameObject.h	232	3	OK	0 retail files
CThingGroupDef	_quarantine/CThingGroupDef.h	62	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingHolySiteDef	_quarantine/CThingHolySiteDef.h	132	6	QUARANTINED	3 conflict(s) in 2 file(s) vs 0 agreeing
CThingMapManager	CThingMapManager.h	68	7	OK	0 retail files
CThingMarkerDef	_quarantine/CThingMarkerDef.h	140	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingMultiArrowShotDef	CThingMultiArrowShotDef.h	84	11	OK	0 retail files
CThingNoiseDef	_quarantine/CThingNoiseDef.h	168	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingObjectDef	_quarantine/CThingObjectDef.h	160	8	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingPhysical	CThingPhysical.h	216	10	OK	1 retail files
CThingPhysicalSwitchDef	_quarantine/CThingPhysicalSwitchDef.h	152	12	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingSearchTools	CThingSearchTools.h	28	4	OK	0 retail files
CThingShotDef	_quarantine/CThingShotDef.h	176	36	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThingSwitchDef	_quarantine/CThingSwitchDef.h	120	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CThingVillageDef	_quarantine/CThingVillageDef.h	132	2	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CThreadedFile		0	0	HAND_OWNED	
CThunderBattleDef	_quarantine/CThunderBattleDef.h	80	5	QUARANTINED	2 conflict(s) in 2 file(s) vs 0 agreeing
CTimeAppearanceFadeDef	CTimeAppearanceFadeDef.h	56	4	OK	1 retail files
CTrapDef	_quarantine/CTrapDef.h	104	13	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTrollBattleDef	_quarantine/CTrollBattleDef.h	100	9	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CTrophyDef	CTrophyDef.h	100	16	OK	0 retail files
CTurncoatDef	_quarantine/CTurncoatDef.h	88	10	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CUserProfileManager		0	0	HAND_OWNED	
CVectorMap		0	0	NO_DONOR	
CVertexBufferWin32	CVertexBufferWin32.h	52	0	OK	0 retail files
CVertexShader	CVertexShader.h	8	1	OK	0 retail files
CVertexShaderConstantLayout	CVertexShaderConstantLayout.h	336	25	OK	0 retail files
CVideoSys	CVideoSys.h	148	25	OK	0 retail files
CVillageDef	_quarantine/CVillageDef.h	300	43	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CVillageMemberDef	CVillageMemberDef.h	38	1	OK	0 retail files
CVillagePeopleDef	_quarantine/CVillagePeopleDef.h	204	36	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CVillageTaskCarryCrate	CVillageTaskCarryCrate.h	32	4	OK	1 retail files
CVillageTaskHorn	CVillageTaskHorn.h	24	2	OK	2 retail files
CVillageTaskPatrol	CVillageTaskPatrol.h	28	3	OK	2 retail files
CVillageTaskPickCrops	CVillageTaskPickCrops.h	24	2	OK	2 retail files
CVillageTaskSecuritySweep	CVillageTaskSecuritySweep.h	52	10	OK	3 retail files
CVillageTaskTorch	CVillageTaskTorch.h	24	2	OK	1 retail files
CVillagerInteractionsDef	_quarantine/CVillagerInteractionsDef.h	76	4	QUARANTINED	1 conflict(s) in 1 file(s) vs 1 agreeing
CVirtualKeyboard	CVirtualKeyboard.h	16	5	OK	0 retail files
CWADBank	CWADBank.h	472	0	OK	0 retail files
CWADBankStateBlock	CWADBankStateBlock.h	8	1	OK	0 retail files
CWADFile	CWADFile.h	16	3	OK	0 retail files
CWallMountEffectsDef	_quarantine/CWallMountEffectsDef.h	52	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CWaspQueenBattleDef	_quarantine/CWaspQueenBattleDef.h	68	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CWaterPatchMesh	CWaterPatchMesh.h	32	7	OK	0 retail files
CWeaponDef	_quarantine/CWeaponDef.h	244	35	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CWhisperBattleDef	_quarantine/CWhisperBattleDef.h	72	3	QUARANTINED	1 conflict(s) in 1 file(s) vs 2 agreeing
CWideString		0	0	HAND_OWNED	
CWifeDef	_quarantine/CWifeDef.h	44	1	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CWillResponseDef	CWillResponseDef.h	45	8	OK	0 retail files
CWomanToAttract	_quarantine/CWomanToAttract.h	52	6	QUARANTINED	1 conflict(s) in 1 file(s) vs 0 agreeing
CWorld	CWorld.h	440	106	OK	3 retail files
CWorldMap	CWorldMap.h	252	34	OK	9 retail files; suspect=CWorldMap_GetDimensions_0051cde0.cpp
CXMVPlayer		0	0	HAND_OWNED	
EULA		0	0	NO_DONOR	
LHHttp2	LHHttp2.h	4356	27	OK	0 retail files
LHHttpHeaderStatus	LHHttpHeaderStatus.h	140	7	OK	1 retail files
NBankFileManager		0	0	NO_DONOR	
NGameText::CDataBank		0	0	NO_DONOR	
NInventory::CTCInventoryBase		0	0	NO_DONOR	
NResourceDirectoryNames		0	0	NO_DONOR	
NUISystem::CIME		0	0	NO_DONOR	
NUISystem::CKeyRedefiner		0	0	NO_DONOR	
Render2DDrawList		0	0	NO_DONOR	
std::deque		0	0	NO_DONOR	
std::list		0	0	NO_DONOR	
